city,bed,bath,garage,sqft,pool,spa,price
Long Beach,2,2,2,1002,NA,NA,349000
Long Beach,2,2,2,1013,NA,NA,279900
Long Beach,2,2,2,1124,NA,NA,458000
Long Beach,2,2,2,1135,Y,NA,325000
Long Beach,2,2,2,1176,NA,NA,330000
Long Beach,2,2,2,1216,NA,NA,410000
Long Beach,2,2,2,1303,NA,NA,1498000
Long Beach,2,2,2,1312,NA,NA,450000
Long Beach,2,2,2,1341,NA,NA,319900
Long Beach,2,2,2,1380,NA,NA,735000
Long Beach,2,2,2,1394,NA,NA,575000
Long Beach,2,2,2,1419,NA,NA,260900
Long Beach,2,2,2,1430,NA,NA,442000
Long Beach,2,2,2,1488,NA,NA,408000
Long Beach,2,2,2,1493,NA,NA,574900
Long Beach,2,2,2,1581,NA,NA,280000
Long Beach,2,2,2,1666,NA,NA,349000
Long Beach,2,3,1,1126,NA,NA,270000
Long Beach,2,3,1,2056,NA,NA,875000
Long Beach,2,3,2,1816,NA,NA,459000
Long Beach,2,3,2,2148,NA,NA,524900
Long Beach,3,1,NA,707,NA,NA,180000
Long Beach,3,1,NA,951,NA,NA,500000
Long Beach,3,1,NA,956,NA,NA,174800
Long Beach,3,1,NA,1000,NA,NA,193100
Long Beach,3,1,NA,1012,NA,NA,361000
Long Beach,3,1,NA,1068,NA,NA,144900
Long Beach,3,1,NA,1165,NA,NA,199900
Long Beach,3,1,NA,1298,NA,NA,229000
Long Beach,3,1,1,820,NA,NA,239000
Long Beach,3,1,1,849,NA,NA,190000
Long Beach,3,1,1,902,NA,NA,435000
Long Beach,3,1,1,918,NA,NA,159900
Long Beach,3,1,1,1000,NA,NA,539000
Long Beach,3,1,1,1002,NA,NA,230000
Long Beach,3,1,1,1056,NA,NA,240000
Long Beach,3,1,1,1098,NA,NA,219900
Long Beach,3,1,1,1122,NA,NA,225000
Long Beach,3,1,1,1205,NA,NA,439000
Long Beach,3,1,1,1330,NA,NA,279000
Long Beach,3,1,1,1368,NA,NA,255000
Long Beach,3,1,1,1500,NA,NA,275000
Long Beach,3,1,2,946,NA,NA,395000
Long Beach,3,1,2,960,NA,NA,174900
Long Beach,3,1,2,964,NA,NA,275000
Long Beach,3,1,2,966,NA,NA,190000
Long Beach,3,1,2,972,NA,NA,330000
Long Beach,3,1,2,980,NA,NA,409999
Long Beach,3,1,2,990,NA,NA,275000
Long Beach,3,1,2,1003,NA,NA,390000
Long Beach,3,1,2,1003,NA,NA,390000
Long Beach,3,1,2,1004,NA,NA,380000
Long Beach,3,1,2,1005,NA,NA,320000
Long Beach,3,1,2,1007,NA,NA,300000
Long Beach,3,1,2,1008,NA,NA,240000
Long Beach,3,1,2,1009,NA,NA,439900
Long Beach,3,1,2,1030,NA,NA,409000
Long Beach,3,1,2,1038,NA,NA,270000
Long Beach,3,1,2,1040,NA,NA,199900
Long Beach,3,1,2,1055,NA,NA,449000
Long Beach,3,1,2,1064,NA,NA,235000
Long Beach,3,1,2,1082,NA,NA,249900
Long Beach,3,1,2,1089,NA,NA,240000
Long Beach,3,1,2,1100,NA,NA,289000
Long Beach,3,1,2,1152,NA,NA,190000
Long Beach,3,1,2,1189,NA,NA,297198
Long Beach,3,1,2,1202,NA,NA,275000
Long Beach,3,1,2,1226,NA,NA,210000
Long Beach,3,1,2,1232,NA,NA,445000
Long Beach,3,1,2,1243,NA,NA,610900
Long Beach,3,1,2,1276,NA,NA,280000
Long Beach,3,1,2,1276,NA,NA,562900
Long Beach,3,1,2,1339,NA,NA,549000
Long Beach,3,1,2,1359,NA,NA,399900
Long Beach,3,1,2,1365,NA,NA,495000
Long Beach,3,1,2,1400,NA,NA,250000
Long Beach,3,1,2,1453,NA,NA,319900
Long Beach,3,1,2,1500,NA,NA,225000
Long Beach,3,1,2,1720,NA,NA,429900
Long Beach,3,2,NA,899,NA,NA,235000
Long Beach,3,2,NA,914,NA,NA,212900
Long Beach,3,2,NA,1040,NA,NA,180000
Long Beach,3,2,NA,1102,NA,NA,298000
Long Beach,3,2,NA,1209,NA,NA,229900
Long Beach,3,2,NA,1312,NA,NA,313900
Long Beach,3,2,NA,1395,NA,NA,245000
Long Beach,3,2,NA,1400,NA,NA,325000
Long Beach,3,2,NA,1509,NA,NA,399000
Long Beach,3,2,NA,1558,NA,NA,245000
Long Beach,3,2,NA,1560,NA,NA,193050
Long Beach,3,2,NA,1624,NA,NA,269500
Long Beach,3,2,NA,1900,NA,NA,365000
Long Beach,3,2,1,845,NA,NA,230000
Long Beach,3,2,1,870,NA,NA,189900
Long Beach,3,2,1,960,NA,NA,154900
Long Beach,3,2,1,1045,NA,NA,252000
Long Beach,3,2,1,1074,NA,NA,417000
Long Beach,3,2,1,1100,NA,NA,525000
Long Beach,3,2,1,1100,NA,NA,549000
Long Beach,3,2,1,1138,NA,NA,389900
Long Beach,3,2,1,1234,NA,NA,375000
Long Beach,3,2,1,1260,NA,NA,349900
Long Beach,3,2,1,1308,NA,NA,579900
Long Beach,3,2,1,1344,NA,NA,779000
Long Beach,3,2,1,1361,NA,NA,579000
Long Beach,3,2,1,1364,NA,NA,455000
Long Beach,3,2,1,1403,NA,NA,549000
Long Beach,3,2,1,1408,NA,NA,799000
Long Beach,3,2,1,1493,NA,NA,475000
Long Beach,3,2,1,1579,NA,NA,525000
Long Beach,3,2,1,1592,NA,NA,579900
Long Beach,3,2,1,1732,NA,NA,795000
Long Beach,3,2,1,1822,NA,NA,390000
Long Beach,3,2,1,1839,NA,NA,545000
Long Beach,3,2,2,988,NA,NA,276950
Long Beach,3,2,2,1008,NA,NA,225000
Long Beach,3,2,2,1020,NA,NA,250000
Long Beach,3,2,2,1064,NA,NA,209500
Long Beach,3,2,2,1121,NA,NA,749900
Long Beach,3,2,2,1137,NA,NA,349000
Long Beach,3,2,2,1138,NA,NA,259000
Long Beach,3,2,2,1148,NA,NA,360000
Long Beach,3,2,2,1162,Y,NA,425000
Long Beach,3,2,2,1171,NA,NA,295000
Long Beach,3,2,2,1180,NA,NA,410000
Long Beach,3,2,2,1197,NA,NA,175000
Long Beach,3,2,2,1200,NA,NA,250000
Long Beach,3,2,2,1200,NA,NA,315000
Long Beach,3,2,2,1200,NA,NA,429000
Long Beach,3,2,2,1203,NA,NA,260000
Long Beach,3,2,2,1204,NA,NA,385000
Long Beach,3,2,2,1206,NA,NA,299000
Long Beach,3,2,2,1216,NA,NA,240000
Long Beach,3,2,2,1216,NA,NA,479900
Long Beach,3,2,2,1218,NA,NA,429000
Long Beach,3,2,2,1218,NA,NA,490000
Long Beach,3,2,2,1223,NA,NA,320000
Long Beach,3,2,2,1227,NA,NA,519000
Long Beach,3,2,2,1227,NA,NA,529500
Long Beach,3,2,2,1227,NA,NA,543900
Long Beach,3,2,2,1227,NA,NA,549500
Long Beach,3,2,2,1242,NA,NA,529950
Long Beach,3,2,2,1244,NA,NA,549900
Long Beach,3,2,2,1260,NA,NA,389000
Long Beach,3,2,2,1260,Y,NA,425000
Long Beach,3,2,2,1273,NA,NA,290000
Long Beach,3,2,2,1296,NA,NA,569000
Long Beach,3,2,2,1300,NA,NA,469000
Long Beach,3,2,2,1300,NA,NA,535000
Long Beach,3,2,2,1307,NA,NA,325000
Long Beach,3,2,2,1308,NA,NA,250000
Long Beach,3,2,2,1308,NA,NA,280000
Long Beach,3,2,2,1317,NA,NA,505000
Long Beach,3,2,2,1318,NA,NA,395000
Long Beach,3,2,2,1322,NA,NA,279900
Long Beach,3,2,2,1336,NA,NA,359900
Long Beach,3,2,2,1339,NA,NA,465000
Long Beach,3,2,2,1347,NA,NA,435000
Long Beach,3,2,2,1360,NA,NA,524900
Long Beach,3,2,2,1362,NA,NA,450000
Long Beach,3,2,2,1362,NA,NA,559900
Long Beach,3,2,2,1363,NA,NA,320000
Long Beach,3,2,2,1365,NA,NA,467000
Long Beach,3,2,2,1368,NA,NA,249900
Long Beach,3,2,2,1375,NA,NA,450000
Long Beach,3,2,2,1376,NA,NA,315000
Long Beach,3,2,2,1385,NA,NA,515000
Long Beach,3,2,2,1386,NA,NA,379000
Long Beach,3,2,2,1393,NA,NA,240000
Long Beach,3,2,2,1398,NA,NA,499900
Long Beach,3,2,2,1410,NA,NA,474900
Long Beach,3,2,2,1424,NA,NA,450000
Long Beach,3,2,2,1425,NA,NA,585000
Long Beach,3,2,2,1438,NA,NA,329000
Long Beach,3,2,2,1445,NA,NA,562000
Long Beach,3,2,2,1447,NA,NA,525000
Long Beach,3,2,2,1472,NA,NA,425000
Long Beach,3,2,2,1484,NA,NA,700000
Long Beach,3,2,2,1484,NA,NA,779000
Long Beach,3,2,2,1492,NA,NA,459000
Long Beach,3,2,2,1495,NA,NA,364000
Long Beach,3,2,2,1498,NA,NA,450000
Long Beach,3,2,2,1500,NA,NA,897000
Long Beach,3,2,2,1501,NA,NA,569000
Long Beach,3,2,2,1504,NA,NA,799999
Long Beach,3,2,2,1510,NA,NA,499900
Long Beach,3,2,2,1511,NA,NA,380000
Long Beach,3,2,2,1511,NA,NA,495000
Long Beach,3,2,2,1520,NA,NA,250000
Long Beach,3,2,2,1522,NA,NA,400000
Long Beach,3,2,2,1532,NA,NA,525000
Long Beach,3,2,2,1542,NA,NA,460000
Long Beach,3,2,2,1548,NA,NA,475000
Long Beach,3,2,2,1554,NA,NA,450000
Long Beach,3,2,2,1567,NA,NA,429000
Long Beach,3,2,2,1569,NA,NA,520000
Long Beach,3,2,2,1580,NA,NA,505000
Long Beach,3,2,2,1582,NA,NA,285000
Long Beach,3,2,2,1600,NA,NA,329900
Long Beach,3,2,2,1600,NA,NA,525000
Long Beach,3,2,2,1608,NA,NA,450000
Long Beach,3,2,2,1608,NA,NA,475000
Long Beach,3,2,2,1620,NA,NA,334900
Long Beach,3,2,2,1630,NA,NA,584900
Long Beach,3,2,2,1631,NA,NA,499000
Long Beach,3,2,2,1638,NA,NA,439000
Long Beach,3,2,2,1651,NA,NA,624900
Long Beach,3,2,2,1656,NA,NA,285000
Long Beach,3,2,2,1656,NA,NA,549000
Long Beach,3,2,2,1669,NA,NA,565000
Long Beach,3,2,2,1674,NA,NA,580000
Long Beach,3,2,2,1681,NA,NA,449900
Long Beach,3,2,2,1693,NA,NA,490000
Long Beach,3,2,2,1693,Y,NA,539000
Long Beach,3,2,2,1694,NA,NA,355000
Long Beach,3,2,2,1695,NA,NA,275000
Long Beach,3,2,2,1700,NA,NA,525000
Long Beach,3,2,2,1703,NA,NA,582000
Long Beach,3,2,2,1715,NA,NA,545000
Long Beach,3,2,2,1716,NA,NA,459900
Long Beach,3,2,2,1736,NA,NA,629900
Long Beach,3,2,2,1753,NA,NA,285000
Long Beach,3,2,2,1760,NA,NA,289000
Long Beach,3,2,2,1770,NA,NA,590000
Long Beach,3,2,2,1777,NA,NA,575000
Long Beach,3,2,2,1786,NA,NA,247900
Long Beach,3,2,2,1800,NA,NA,835500
Long Beach,3,2,2,1807,NA,NA,625000
Long Beach,3,2,2,1818,NA,NA,599900
Long Beach,3,2,2,1852,NA,NA,245900
Long Beach,3,2,2,1898,NA,NA,450000
Long Beach,3,2,2,1946,NA,NA,499000
Long Beach,3,2,2,1950,NA,NA,799000
Long Beach,3,2,2,1991,NA,NA,437000
Long Beach,3,2,2,1998,NA,NA,529000
Long Beach,3,2,2,2017,NA,NA,462000
Long Beach,3,2,2,2032,NA,NA,600000
Long Beach,3,2,2,2043,NA,NA,749000
Long Beach,3,2,2,2081,NA,NA,649000
Long Beach,3,2,2,2196,NA,NA,300000
Long Beach,3,2,2,2200,NA,NA,649000
Long Beach,3,2,2,2204,NA,NA,725000
Long Beach,3,2,2,2250,NA,NA,675000
Long Beach,3,2,2,2449,NA,NA,980000
Long Beach,3,2,2,2871,NA,NA,875000
Long Beach,3,2,3,1696,NA,NA,585900
Long Beach,3,2,4+,1732,NA,NA,389000
Long Beach,3,2,4+,1938,NA,NA,390000
Long Beach,3,3,NA,1542,NA,NA,215000
Long Beach,3,3,NA,1650,NA,NA,399000
Long Beach,3,3,NA,1898,NA,NA,649900
Long Beach,3,3,1,1023,NA,NA,445000
Long Beach,3,3,1,1391,NA,NA,249000
Long Beach,3,3,1,1532,NA,NA,325000
Long Beach,3,3,1,1992,NA,NA,702900
Long Beach,3,3,1,2118,NA,NA,849000
Long Beach,3,3,2,884,NA,NA,369000
Long Beach,3,3,2,1382,NA,NA,345000
Long Beach,3,3,2,1410,NA,NA,499000
Long Beach,3,3,2,1426,NA,NA,359000
Long Beach,3,3,2,1469,NA,NA,304920
Long Beach,3,3,2,1471,NA,NA,875000
Long Beach,3,3,2,1619,NA,NA,380000
Long Beach,3,3,2,1639,NA,NA,629999
Long Beach,3,3,2,1651,NA,NA,319777
Long Beach,3,3,2,1677,NA,NA,339000
Long Beach,3,3,2,1778,NA,NA,675000
Long Beach,3,3,2,1872,NA,NA,580000
Long Beach,3,3,2,1872,NA,NA,825000
Long Beach,3,3,2,1898,NA,NA,649900
Long Beach,3,3,2,1951,NA,NA,375000
Long Beach,3,3,2,1989,NA,NA,595000
Long Beach,3,3,2,2036,NA,NA,625000
Long Beach,3,3,2,2114,NA,NA,649000
Long Beach,3,3,2,2144,NA,NA,659900
Long Beach,3,3,2,2172,NA,NA,849000
Long Beach,3,3,2,2185,NA,NA,1599000
Long Beach,3,3,2,2210,NA,NA,786000
Long Beach,3,3,2,2242,NA,NA,795000
Long Beach,3,3,2,2274,NA,NA,849000
Long Beach,3,3,2,2275,NA,NA,470000
Long Beach,3,3,2,2309,NA,NA,995000
Long Beach,3,3,2,2319,NA,NA,725000
Long Beach,3,3,2,2323,NA,NA,999900
Long Beach,3,3,2,2359,NA,NA,990000
Long Beach,3,3,2,2441,NA,NA,769000
Long Beach,3,3,2,2532,NA,NA,2500000
Long Beach,3,3,2,2647,NA,NA,799000
Long Beach,3,3,2,2806,NA,NA,1175000
Long Beach,3,3,2,2829,NA,NA,599900
Long Beach,3,3,2,3000,NA,NA,879000
Long Beach,3,3,2,3005,NA,NA,939000
Long Beach,3,3,2,3200,NA,NA,1275000
Long Beach,3,3,3,2040,NA,NA,299000
Long Beach,3,4,2,1092,NA,NA,295000
Long Beach,3,4,2,2090,NA,NA,2250000
Long Beach,3,4,2,2305,NA,NA,1049000
Long Beach,3,4,2,2622,NA,NA,509000
Long Beach,3,4,2,2841,Y,NA,1329000
Long Beach,3,4,2,3100,NA,NA,1950000
Long Beach,3,4,2,3169,NA,NA,525000
Long Beach,3,4,2,3938,NA,NA,4125000
Long Beach,3,4,3,4009,NA,NA,1695000
Long Beach,3,5,2,3521,NA,NA,1149000
Long Beach,3,5,2,3528,NA,NA,2425000
Long Beach,3,5,2,4347,NA,NA,1495000
Long Beach,3,5,3,6750,NA,NA,3800000
Long Beach,4,2,NA,1309,NA,NA,273000
Long Beach,4,2,NA,1400,NA,NA,599000
Long Beach,4,2,NA,1532,NA,NA,419900
Long Beach,4,2,NA,1776,NA,NA,250000
Long Beach,4,2,NA,1828,NA,NA,439000
Long Beach,4,2,NA,2023,NA,NA,299900
Long Beach,4,2,NA,2036,NA,NA,295000
Long Beach,4,2,1,968,NA,NA,170000
Long Beach,4,2,1,1042,NA,NA,259000
Long Beach,4,2,1,1558,NA,NA,385000
Long Beach,4,2,1,1824,NA,NA,299000
Long Beach,4,2,1,2812,NA,NA,469000
Long Beach,4,2,2,1160,NA,NA,250000
Long Beach,4,2,2,1176,NA,NA,239000
Long Beach,4,2,2,1280,NA,NA,329000
Long Beach,4,2,2,1322,NA,NA,519000
Long Beach,4,2,2,1330,NA,NA,279000
Long Beach,4,2,2,1334,NA,NA,409900
Long Beach,4,2,2,1344,NA,NA,329000
Long Beach,4,2,2,1353,NA,NA,399900
Long Beach,4,2,2,1369,NA,NA,439000
Long Beach,4,2,2,1391,NA,NA,290000
Long Beach,4,2,2,1397,NA,NA,455000
Long Beach,4,2,2,1400,NA,NA,579000
Long Beach,4,2,2,1418,NA,NA,350000
Long Beach,4,2,2,1424,NA,NA,310000
Long Beach,4,2,2,1426,NA,NA,549000
Long Beach,4,2,2,1460,NA,NA,279900
Long Beach,4,2,2,1492,NA,NA,475000
Long Beach,4,2,2,1496,NA,NA,425000
Long Beach,4,2,2,1500,NA,NA,488888
Long Beach,4,2,2,1546,NA,NA,549900
Long Beach,4,2,2,1548,NA,NA,350000
Long Beach,4,2,2,1554,NA,NA,490000
Long Beach,4,2,2,1571,NA,NA,299900
Long Beach,4,2,2,1575,NA,NA,499900
Long Beach,4,2,2,1594,NA,NA,399000
Long Beach,4,2,2,1656,NA,NA,535000
Long Beach,4,2,2,1668,NA,NA,300000
Long Beach,4,2,2,1679,NA,NA,489900
Long Beach,4,2,2,1688,NA,NA,495000
Long Beach,4,2,2,1729,Y,NA,595000
Long Beach,4,2,2,1741,NA,NA,299900
Long Beach,4,2,2,1761,NA,NA,375000
Long Beach,4,2,2,1797,NA,NA,549900
Long Beach,4,2,2,1803,NA,NA,225800
Long Beach,4,2,2,1806,NA,NA,388000
Long Beach,4,2,2,1852,NA,NA,448900
Long Beach,4,2,2,1853,NA,NA,499997
Long Beach,4,2,2,2000,NA,NA,599997
Long Beach,4,2,2,2063,NA,NA,525000
Long Beach,4,2,2,2116,NA,NA,650000
Long Beach,4,2,2,2138,NA,NA,689900
Long Beach,4,2,2,2259,NA,NA,439900
Long Beach,4,2,4+,1426,NA,NA,285000
Long Beach,4,3,NA,2550,NA,NA,999000
Long Beach,4,3,1,1956,NA,NA,469000
Long Beach,4,3,1,2062,NA,NA,549900
Long Beach,4,3,2,1365,NA,NA,499000
Long Beach,4,3,2,1675,NA,NA,579900
Long Beach,4,3,2,1768,NA,NA,479000
Long Beach,4,3,2,1768,NA,NA,565000
Long Beach,4,3,2,1800,NA,NA,415000
Long Beach,4,3,2,1811,NA,NA,575000
Long Beach,4,3,2,1811,NA,NA,625000
Long Beach,4,3,2,1878,NA,NA,529000
Long Beach,4,3,2,1882,NA,NA,619000
Long Beach,4,3,2,1894,NA,NA,554900
Long Beach,4,3,2,1901,NA,NA,259900
Long Beach,4,3,2,1958,NA,NA,449500
Long Beach,4,3,2,2103,NA,NA,799900
Long Beach,4,3,2,2112,NA,NA,564900
Long Beach,4,3,2,2143,NA,NA,599000
Long Beach,4,3,2,2174,NA,NA,249900
Long Beach,4,3,2,2178,NA,NA,839000
Long Beach,4,3,2,2242,Y,NA,699800
Long Beach,4,3,2,2244,NA,NA,610000
Long Beach,4,3,2,2287,NA,NA,1395000
Long Beach,4,3,2,2301,NA,NA,769900
Long Beach,4,3,2,2301,NA,NA,950000
Long Beach,4,3,2,2325,NA,NA,1095000
Long Beach,4,3,2,2335,NA,NA,550000
Long Beach,4,3,2,2376,NA,NA,799000
Long Beach,4,3,2,2400,NA,NA,359900
Long Beach,4,3,2,2512,NA,NA,1325000
Long Beach,4,3,2,2597,NA,NA,1595000
Long Beach,4,3,2,2602,NA,NA,1995000
Long Beach,4,3,2,2628,NA,NA,699000
Long Beach,4,3,2,2712,NA,NA,2350000
Long Beach,4,3,2,2807,NA,NA,739990
Long Beach,4,3,2,2807,NA,NA,779000
Long Beach,4,3,2,2882,NA,NA,895000
Long Beach,4,3,2,2900,NA,NA,599000
Long Beach,4,3,2,3100,NA,NA,925000
Long Beach,4,3,2,3125,NA,NA,1625000
Long Beach,4,3,2,3175,NA,NA,1479000
Long Beach,4,3,2,3388,NA,NA,705000
Long Beach,4,3,3,1954,NA,NA,599000
Long Beach,4,3,3,2773,NA,NA,1195000
Long Beach,4,3,3,2815,NA,NA,989000
Long Beach,4,3,3,2850,NA,NA,1195000
Long Beach,4,3,3,2878,NA,NA,899500
Long Beach,4,3,3,2878,NA,NA,1195000
Long Beach,4,3,3,3412,NA,NA,1195000
Long Beach,4,3,4+,2954,NA,NA,998000
Long Beach,4,4,1,3900,NA,NA,1750000
Long Beach,4,4,2,2236,NA,NA,680000
Long Beach,4,4,2,2301,NA,NA,819000
Long Beach,4,4,2,2543,NA,NA,1395000
Long Beach,4,4,2,2762,NA,NA,1275000
Long Beach,4,4,2,2883,NA,NA,564000
Long Beach,4,4,2,2892,NA,NA,899900
Long Beach,4,4,2,2948,NA,NA,1149000
Long Beach,4,4,2,2950,NA,NA,1149000
Long Beach,4,4,2,3121,NA,NA,799900
Long Beach,4,4,2,3275,NA,NA,1575000
Long Beach,4,4,2,3400,NA,NA,1599000
Long Beach,4,4,2,3411,NA,NA,2350000
Long Beach,4,4,2,3554,NA,NA,849000
Long Beach,4,4,2,3679,NA,NA,1299000
Long Beach,4,4,2,4000,NA,NA,1650000
Long Beach,4,4,2,4100,NA,NA,4995000
Long Beach,4,4,3,3076,NA,NA,1395000
Long Beach,4,4,3,3526,NA,NA,2345000
Long Beach,4,4,3,3982,Y,NA,1549000
Long Beach,4,4,4+,3590,NA,NA,1325000
Long Beach,4,5,2,1818,NA,NA,380000
Long Beach,4,5,2,3345,NA,NA,1450000
Long Beach,4,5,3,4852,NA,NA,1599000
Long Beach,4,7,2,6829,Y,NA,2100000
Long Beach,5,2,2,1074,NA,NA,294900
Long Beach,5,3,NA,2554,NA,NA,460000
Long Beach,5,3,2,2008,NA,NA,300000
Long Beach,5,3,2,2230,NA,NA,625000
Long Beach,5,3,2,2404,NA,NA,1179000
Long Beach,5,3,2,2632,NA,NA,699900
Long Beach,5,3,2,2652,NA,NA,679000
Long Beach,5,3,2,2671,NA,NA,949000
Long Beach,5,3,2,2907,NA,NA,460000
Long Beach,5,4,2,2073,NA,NA,489000
Long Beach,5,4,2,2198,NA,NA,599000
Long Beach,5,4,2,2854,NA,NA,649000
Long Beach,5,4,2,3234,NA,NA,625000
Long Beach,5,4,2,3260,Y,NA,849900
Long Beach,5,4,2,3688,NA,NA,1395000
Long Beach,5,4,2,4220,Y,NA,1295000
Long Beach,5,4,3,3295,NA,NA,899000
Long Beach,5,4,3,3391,NA,NA,1145000
Long Beach,5,5,2,3350,NA,NA,1250000
Long Beach,5,5,2,4302,NA,NA,1750000
Long Beach,5,5,2,4400,Y,NA,1849000
Long Beach,5,5,3,4020,NA,NA,2995500
Long Beach,5,5,3,5070,NA,NA,6200000
Long Beach,5,5,3,5135,NA,NA,4200000
Long Beach,5,6,2,4100,NA,NA,1839000
Long Beach,5,6,3,3468,NA,NA,899950
Long Beach,5,6,3,4436,NA,NA,1900000
Long Beach,5,9,NA,7500,NA,NA,2995000
Long Beach,6,3,2,2840,NA,NA,699900
Long Beach,6,4,NA,1753,NA,NA,399000
Long Beach,6,4,NA,3906,NA,NA,1100000
Long Beach,6,4,1,2509,NA,NA,679000
Long Beach,6,4,3,3725,NA,NA,1390000
Long Beach,6,6,NA,6200,NA,NA,2875000
Long Beach,6,6,2,5028,NA,NA,1750000
Long Beach,7,5,2,3675,NA,NA,633000
Long Beach,7,5,3,3362,NA,NA,750000
Beverly Hills,2,2.5,NA,1500,NA,NA,1350000
Beverly Hills,2,2.5,NA,1617,NA,NA,1230000
Beverly Hills,2,2.5,NA,1910,NA,NA,1275000
Beverly Hills,2,2.5,NA,1961,NA,NA,1295000
Beverly Hills,2,2.5,NA,2512,NA,NA,1750000
Beverly Hills,2,2.5,NA,2526,NA,NA,1500000
Beverly Hills,2,2.5,NA,2662,NA,NA,1695000
Beverly Hills,2,2.5,NA,2759,NA,NA,2195000
Beverly Hills,2,3,NA,1856,NA,NA,1999000
Beverly Hills,2,3,NA,2210,NA,NA,1299999
Beverly Hills,2,3,NA,2283,NA,NA,1395000
Beverly Hills,2,3,3,1857,NA,NA,1350000
Beverly Hills,3,2.5,NA,2265,NA,NA,1500000
Beverly Hills,3,2.5,NA,2265,NA,NA,1650000
Beverly Hills,3,2.5,NA,2285,NA,NA,1500000
Beverly Hills,3,2.5,NA,2659,NA,NA,1875000
Beverly Hills,3,3,NA,2028,NA,NA,1395000
Beverly Hills,3,3,NA,2058,NA,NA,1250000
Beverly Hills,3,3,NA,2593,NA,NA,1395000
Beverly Hills,3,3,3,2120,NA,NA,1285000
Beverly Hills,3,3,3,2236,NA,NA,1185000
Beverly Hills,3,3.5,NA,2314,NA,NA,2295000
Beverly Hills,3,3.5,NA,3014,Y,NA,6150000
Beverly Hills,3,3.5,NA,3233,NA,NA,1949000
Beverly Hills,3,3.5,NA,3314,NA,NA,2595000
Beverly Hills,3,3.5,NA,3411,NA,NA,2290000
Beverly Hills,3,3.5,NA,3411,NA,NA,2490000
Beverly Hills,3,3.5,NA,3411,NA,NA,4995000
Beverly Hills,3,3.5,NA,3865,Y,NA,8850000
Beverly Hills,4,3.5,NA,2083,NA,NA,1190000
Beverly Hills,4,3.5,NA,3387,NA,NA,1990000
Beverly Hills,4,4,NA,3039,NA,NA,1395000
Beverly Hills,4,4.5,NA,3200,NA,NA,3995000
Beverly Hills,4,4.5,NA,4695,Y,NA,11650000
Beverly Hills,2,1,NA,1345,NA,NA,1595000
Beverly Hills,2,2,NA,1344,NA,NA,1199000
Beverly Hills,2,2,NA,1788,Y,NA,1595000
Beverly Hills,2,2,NA,1822,Y,NA,1750000
Beverly Hills,2,2,NA,2239,Y,NA,1699000
Beverly Hills,2,2,NA,2274,NA,NA,5000000
Beverly Hills,2,2,2,1631,NA,NA,1195000
Beverly Hills,2,2.5,NA,2471,Y,NA,2850000
Beverly Hills,3,1,NA,1439,NA,NA,1995000
Beverly Hills,3,2,NA,1660,NA,NA,1400000
Beverly Hills,3,2,NA,1670,NA,NA,1349000
Beverly Hills,3,2,NA,1690,NA,NA,1250000
Beverly Hills,3,2,NA,1700,NA,NA,1295000
Beverly Hills,3,2,NA,1768,NA,NA,1199000
Beverly Hills,3,2,NA,1817,NA,NA,1590000
Beverly Hills,3,2,NA,1818,NA,NA,1620000
Beverly Hills,3,2,NA,1850,NA,NA,1525000
Beverly Hills,3,2,NA,1895,Y,NA,1925000
Beverly Hills,3,2,NA,2545,Y,NA,1750000
Beverly Hills,3,2,2,1690,NA,NA,1250000
Beverly Hills,3,2,2,2121,NA,NA,1425000
Beverly Hills,3,2.5,NA,1528,NA,NA,1675000
Beverly Hills,3,2.5,NA,1641,NA,NA,1799000
Beverly Hills,3,2.5,NA,3352,NA,NA,1499000
Beverly Hills,3,3,NA,1730,NA,NA,1199000
Beverly Hills,3,3,NA,2134,NA,NA,1850000
Beverly Hills,3,3,NA,2162,Y,NA,1449000
Beverly Hills,3,3,NA,2205,NA,NA,1599999
Beverly Hills,3,3,NA,2209,Y,NA,1295000
Beverly Hills,3,3,NA,2234,Y,NA,2000000
Beverly Hills,3,3,NA,2468,Y,NA,2995000
Beverly Hills,3,3,NA,2470,Y,NA,1749000
Beverly Hills,3,3,NA,2560,NA,NA,1650000
Beverly Hills,3,3,NA,2930,Y,NA,2195000
Beverly Hills,3,3,NA,3111,Y,NA,2595000
Beverly Hills,3,3,NA,3192,Y,NA,2800000
Beverly Hills,3,3,NA,3227,Y,NA,1695000
Beverly Hills,3,3,NA,4019,Y,NA,1749000
Beverly Hills,3,3,1,2797,NA,NA,1695000
Beverly Hills,3,3,2,1789,NA,NA,1395000
Beverly Hills,3,3,2,2428,NA,NA,1600000
Beverly Hills,3,3.5,NA,2736,Y,NA,1469900
Beverly Hills,3,3.5,NA,2850,Y,NA,2095000
Beverly Hills,3,3.5,NA,3000,Y,NA,2995000
Beverly Hills,3,3.5,NA,3234,NA,NA,2349000
Beverly Hills,3,3.5,NA,3773,Y,NA,4295000
Beverly Hills,3,3.5,NA,4169,NA,NA,1990000
Beverly Hills,3,4,NA,2616,Y,NA,1995000
Beverly Hills,3,4.5,NA,3985,Y,NA,3950000
Beverly Hills,4,2,NA,1937,NA,NA,1595000
Beverly Hills,4,3,NA,2032,Y,NA,1275000
Beverly Hills,4,3,NA,2076,NA,NA,1250000
Beverly Hills,4,3,NA,2550,NA,NA,1799000
