"id","college","income","overage","leftover","house","handset_price","over_15mins_calls_per_month","average_call_duration","reported_satisfaction","reported_usage_level","considering_change_of_plan","leave"
10615,"one",106295,203,27,455493,563,26,2,"unsat","very_little","actively_looking_into_it","LEAVE"
7290,"one",155638,205,73,NA,751,12,2,"very_unsat","little","considering","LEAVE"
8259,"one",69957,240,16,956392,345,17,5,"very_sat","little","never_thought","STAY"
3700,"zero",28946,45,0,NA,139,NA,4,"unsat","little","considering","LEAVE"
4743,"zero",74307,220,0,647491,260,14,9,"very_sat",NA,"considering","STAY"
3792,"zero",72601,83,22,849077,197,NA,5,"very_sat","high","perhaps","STAY"
1319,"one",116990,41,18,872630,511,4,6,"very_unsat","little","actively_looking_into_it","LEAVE"
1072,"one",28981,169,18,569499,239,10,6,"unsat",NA,NA,"LEAVE"
10548,NA,NA,56,0,583300,183,5,15,"very_unsat","very_high","actively_looking_into_it","LEAVE"
277,NA,59191,258,0,509716,252,15,10,"avg",NA,"perhaps","LEAVE"
6229,"one",27532,50,NA,175879,161,NA,12,"very_sat","little","considering","STAY"
7586,"zero",36768,172,0,515957,201,14,13,"very_sat","very_high","actively_looking_into_it","LEAVE"
5625,"one",75227,162,85,940182,397,24,1,"very_unsat","little","considering","STAY"
5023,"one",40998,182,5,388997,156,16,4,"unsat","very_high","actively_looking_into_it","STAY"
4668,"zero",43304,194,9,212567,170,25,6,"very_unsat","very_high","considering","LEAVE"
2627,NA,73270,48,0,733824,311,5,13,NA,"little","perhaps","STAY"
3562,"zero",52413,60,61,914370,297,NA,NA,"unsat",NA,"no","STAY"
6012,"zero",127065,38,60,661541,899,4,1,"unsat","very_little",NA,"STAY"
8011,NA,52094,201,16,442185,327,14,4,"very_unsat","high","never_thought","LEAVE"
9983,"zero",41082,224,75,160471,169,15,2,"avg","little","actively_looking_into_it","LEAVE"
4426,"one",147936,208,19,764252,223,11,6,"very_unsat","little","actively_looking_into_it","LEAVE"
10413,"one",137509,255,85,242590,730,24,2,"avg","very_high","considering","LEAVE"
3461,"zero",58788,139,0,178358,317,3,10,"unsat","little","perhaps","STAY"
4395,"one",NA,51,16,209118,170,4,NA,"very_sat","little","considering","LEAVE"
1588,"zero",152455,62,0,968573,594,0,11,"very_unsat","little","considering","LEAVE"
7526,"zero",43435,235,5,857166,133,22,NA,NA,"avg",NA,"STAY"
5613,NA,30873,56,NA,242677,157,5,10,"very_sat","very_little","considering","STAY"
7248,"zero",127090,181,60,966184,818,18,1,"very_sat","very_little","actively_looking_into_it","STAY"
8598,NA,50875,205,22,591052,274,16,NA,"sat","little","considering","LEAVE"
10594,"zero",45106,208,0,614080,133,23,11,"very_unsat","very_high","considering","LEAVE"
4339,"one",130810,65,17,291449,727,NA,6,"very_unsat","little",NA,"LEAVE"
5393,"one",42904,44,70,290356,197,NA,2,"very_sat","very_little","considering","LEAVE"
7063,"zero",70465,19,72,NA,360,5,2,"very_sat","very_little","actively_looking_into_it","STAY"
9009,"zero",34910,53,76,198291,197,14,2,NA,"little","considering","LEAVE"
6842,NA,49360,264,79,956754,189,21,1,"unsat","little","considering","STAY"
8530,NA,55850,67,0,475816,487,3,13,"very_unsat","very_high","no","STAY"
499,"one",97556,41,0,612559,354,NA,2,"very_sat","little",NA,"LEAVE"
2086,"zero",37998,81,0,233016,204,11,10,"very_unsat","little","considering","LEAVE"
5597,"zero",68618,69,0,953927,299,3,10,"very_unsat","high","considering","LEAVE"
365,"one",122367,63,0,494162,538,5,14,"very_unsat","very_high","actively_looking_into_it","STAY"
6740,"one",31365,78,11,572888,227,4,1,"very_unsat","little",NA,"LEAVE"
4057,"zero",48532,87,0,189883,215,3,14,"very_unsat","little","no","STAY"
3673,"zero",125613,44,14,402417,634,4,6,NA,"little","actively_looking_into_it","LEAVE"
6647,"zero",142081,205,19,480945,604,18,6,"very_unsat","very_little","actively_looking_into_it","LEAVE"
526,"zero",35859,68,29,340882,536,5,4,NA,"little","no","LEAVE"
6934,"zero",40445,72,30,234971,199,3,2,"avg","very_little",NA,"STAY"
1368,"one",140536,54,11,521064,786,3,6,"very_unsat","very_little",NA,"STAY"
1595,"one",143374,90,13,379960,734,3,5,"very_unsat","very_high",NA,"LEAVE"
4648,NA,88400,49,83,650353,645,5,1,"avg","very_high","no","STAY"
10101,"zero",31524,59,0,444582,138,5,15,"very_unsat","avg","considering","STAY"
7387,"one",46870,65,0,472416,178,NA,NA,"very_sat","little","no","STAY"
9617,"one",NA,76,85,224209,740,5,8,"unsat","little",NA,"STAY"
1841,"one",NA,250,0,211877,320,NA,12,NA,"high","actively_looking_into_it","LEAVE"
838,"one",63395,196,0,357628,394,21,11,"very_unsat","little","actively_looking_into_it","LEAVE"
2888,NA,115690,301,0,523206,680,NA,11,"unsat","little","considering","STAY"
6482,"one",152072,177,65,664749,659,NA,2,NA,"little","actively_looking_into_it","LEAVE"
5695,NA,79691,80,12,899194,329,3,6,"very_unsat","little","considering","STAY"
10202,"one",95558,181,NA,273301,341,NA,2,"very_unsat","little","considering","LEAVE"
3474,"one",36442,208,17,839785,338,15,5,"sat","very_little","actively_looking_into_it","STAY"
2520,"zero",34344,63,0,486846,204,4,8,"very_sat",NA,"no","LEAVE"
2651,"one",44325,58,22,214940,219,5,5,"very_unsat","very_little","considering","STAY"
4392,"one",46644,190,0,280347,198,24,8,"very_unsat",NA,"never_thought","LEAVE"
5272,"one",54116,192,8,NA,286,NA,5,NA,"very_little","never_thought","LEAVE"
9564,"one",35799,203,0,746397,149,27,15,"avg","very_little","considering","STAY"
3468,"one",32488,226,0,903679,181,18,NA,"very_unsat","very_little","perhaps","STAY"
8729,"one",NA,210,78,284544,793,NA,4,"unsat","very_high","actively_looking_into_it","LEAVE"
1793,NA,NA,41,0,NA,343,5,2,"very_sat","very_high","actively_looking_into_it","STAY"
5135,"one",24461,66,0,560247,525,NA,15,"very_sat","high","considering","STAY"
1613,NA,27168,204,56,539756,134,14,2,"very_unsat","little",NA,"LEAVE"
2668,"one",NA,42,0,575275,220,3,9,"unsat","very_little","actively_looking_into_it","LEAVE"
633,"zero",132384,177,56,205820,606,0,4,"very_unsat","little",NA,"LEAVE"
1212,"one",152569,194,0,929031,794,20,5,"very_unsat","little","considering","LEAVE"
9430,"one",51014,226,83,NA,388,NA,1,"very_unsat","very_high","considering","LEAVE"
7828,"one",72404,200,0,508708,358,19,13,"unsat","little","considering","LEAVE"
6597,"one",106211,67,16,564948,530,24,NA,"very_unsat","very_high","actively_looking_into_it","LEAVE"
469,"one",142586,232,11,376562,453,10,4,"very_sat",NA,"actively_looking_into_it","STAY"
3195,NA,41325,59,36,824664,225,4,1,"very_unsat","little","considering","STAY"
8208,"zero",31735,173,5,602730,353,17,4,"unsat","very_high","no","STAY"
9972,"zero",127146,75,65,861588,701,5,1,NA,"very_little","considering","LEAVE"
3160,"one",36067,66,11,700297,338,4,2,"unsat","very_high",NA,"STAY"
6670,"one",80223,214,10,974576,392,23,5,"very_sat","very_high",NA,"STAY"
413,"one",NA,182,0,270509,301,21,10,"unsat","very_high","never_thought","LEAVE"
4076,"zero",124697,50,NA,905489,605,3,10,"avg","very_high","actively_looking_into_it","LEAVE"
728,"zero",123523,74,0,230353,852,NA,NA,"very_unsat","very_little","considering","LEAVE"
8053,"zero",NA,233,14,207725,755,17,NA,"avg","little","never_thought","LEAVE"
162,"zero",49755,191,29,294303,212,22,NA,"very_unsat","avg","no","LEAVE"
3965,"zero",84135,42,13,208182,384,NA,4,"very_unsat","very_high","actively_looking_into_it","LEAVE"
3024,NA,151537,160,0,743472,461,3,12,"very_unsat","little","perhaps","STAY"
1296,"one",53980,75,0,759757,343,5,9,"very_unsat","avg","considering","STAY"
3374,"one",74697,79,23,796466,663,23,4,"very_sat","little","no","STAY"
4956,"zero",71739,40,15,909554,328,3,5,"very_unsat","very_high","considering","LEAVE"
4120,NA,137061,58,75,778227,490,3,NA,"avg","high","considering","LEAVE"
2477,"zero",141112,56,0,NA,375,25,15,"very_unsat","very_little","actively_looking_into_it","LEAVE"
5865,"one",43178,42,47,287907,155,0,8,"sat","little","considering","LEAVE"
1314,"zero",28049,50,NA,NA,215,3,5,"very_sat","high","never_thought","LEAVE"
8794,"zero",120154,72,0,195809,633,4,11,NA,"little","no","LEAVE"
9486,"one",118049,63,12,774431,286,5,6,"unsat","little","never_thought","STAY"
7802,"one",76506,232,12,251610,272,17,5,"unsat","very_high","never_thought","LEAVE"
8246,"zero",48246,233,77,255645,235,1,1,"very_sat","little","no","LEAVE"
8455,"one",78581,57,64,211727,381,4,2,"unsat","high","no","LEAVE"
4151,"zero",57531,196,22,887750,282,11,NA,"unsat","very_high","never_thought","STAY"
8833,"zero",158521,36,57,742620,846,5,2,"very_unsat","very_little","perhaps","STAY"
8249,"zero",43623,93,67,NA,212,4,1,"very_sat","very_high","no","LEAVE"
10231,"zero",153324,182,0,190007,755,12,10,"unsat","little",NA,"LEAVE"
663,"one",113260,52,37,624391,497,3,2,"very_unsat","very_little","considering","STAY"
2365,"zero",22105,52,0,490195,214,1,11,"sat","little",NA,"STAY"
4274,"zero",25227,160,69,249245,145,24,2,"avg","very_high","no","STAY"
4371,"zero",NA,46,55,647062,328,4,NA,"very_unsat","little","actively_looking_into_it","STAY"
2092,"zero",42432,44,12,185852,176,3,NA,"very_unsat","very_high","no","STAY"
1271,"zero",59656,245,0,704069,362,19,15,"very_sat","high","actively_looking_into_it","STAY"
995,"one",156211,190,0,179411,454,17,13,"unsat","very_high","actively_looking_into_it","STAY"
10374,"one",57209,62,14,401823,712,3,4,"avg","very_little","never_thought","LEAVE"
1384,NA,102848,198,0,309201,764,27,11,"avg","little","perhaps","STAY"
5455,NA,49040,41,0,378773,131,5,14,"very_sat","very_little","considering","LEAVE"
4034,"one",147115,257,29,225825,579,1,2,"very_unsat","little","actively_looking_into_it","LEAVE"
6188,"zero",76767,253,60,NA,264,22,1,"very_unsat","avg","no","LEAVE"
9605,"zero",151155,206,86,897276,207,1,1,"avg","little","actively_looking_into_it","STAY"
10663,"zero",93113,203,0,831742,263,17,9,"unsat","little","considering","STAY"
6504,"zero",NA,101,0,918147,403,4,11,NA,"very_high","actively_looking_into_it","STAY"
2060,"zero",NA,82,0,193122,385,4,12,"unsat","very_high","actively_looking_into_it","LEAVE"
5620,"one",159824,75,0,280841,677,5,10,"unsat","little","no","LEAVE"
5978,"one",52232,138,0,209527,362,24,NA,"very_sat",NA,"no","LEAVE"
8473,"one",124734,204,0,566637,152,26,12,"very_sat","very_high",NA,"LEAVE"
3532,"zero",99511,201,82,711336,359,18,1,"very_unsat","little","never_thought","STAY"
1458,NA,56327,174,36,231002,182,25,1,"very_sat",NA,"never_thought","LEAVE"
7914,"zero",33434,40,16,415481,379,3,6,"very_sat",NA,"actively_looking_into_it","LEAVE"
2078,"zero",80814,213,0,341157,300,NA,8,NA,"little",NA,"LEAVE"
3924,"one",110365,243,NA,675801,678,16,8,"very_unsat","very_little","no","LEAVE"
6346,NA,52026,199,27,806981,377,13,2,"very_unsat","very_high","actively_looking_into_it","LEAVE"
213,"zero",144325,40,6,965167,707,3,6,"very_unsat",NA,"considering","LEAVE"
4284,"one",119665,40,0,552871,698,3,12,"very_unsat","very_high","no","LEAVE"
6700,NA,54128,186,85,237829,291,25,NA,"very_sat","high","considering","STAY"
9452,"zero",95956,183,18,750582,347,29,6,NA,"very_high","considering","LEAVE"
10221,"one",141560,217,9,386035,612,NA,4,"sat","high","considering","LEAVE"
6742,"one",65175,209,10,411953,341,14,5,"unsat","very_little","actively_looking_into_it","STAY"
1914,"one",124631,245,0,840476,892,5,9,NA,"little","no","LEAVE"
6675,"one",133556,192,0,647631,204,14,2,"unsat","little","considering","STAY"
6875,"one",99803,199,67,NA,360,13,2,"very_sat","high","actively_looking_into_it","LEAVE"
10694,"zero",NA,50,0,342973,273,4,12,"unsat","very_high","never_thought","STAY"
4335,"zero",31264,72,11,925055,146,5,5,"very_unsat","very_high",NA,"STAY"
1679,"zero",74808,161,28,165329,453,19,1,"very_unsat","little","never_thought","STAY"
8523,"one",83585,47,72,223916,359,5,2,"very_sat","little","perhaps","LEAVE"
3910,"zero",142693,66,0,570391,694,NA,14,"very_sat",NA,"no","LEAVE"
4968,"zero",91159,68,51,430792,301,3,2,"very_unsat","very_high","no","STAY"
616,"zero",128375,43,9,297331,511,5,6,"very_unsat","little","considering","LEAVE"
6234,"zero",NA,81,16,152433,301,3,5,"very_unsat","little","actively_looking_into_it","STAY"
2264,"zero",34096,202,20,605961,232,10,6,"very_unsat","very_little","actively_looking_into_it","STAY"
486,"zero",76781,58,80,NA,399,17,1,"very_sat","very_high","considering","LEAVE"
10292,"zero",83666,228,0,360063,284,NA,8,"very_unsat","very_high","actively_looking_into_it","LEAVE"
7631,"zero",58474,206,78,972882,259,21,1,"unsat","very_little","considering","STAY"
7837,"zero",82387,192,16,280770,351,1,6,"very_unsat","very_high","considering","LEAVE"
1578,"zero",24739,69,27,342953,158,5,NA,"unsat","little","considering","LEAVE"
2921,"one",81480,62,NA,348094,268,4,13,"very_unsat","avg","actively_looking_into_it","LEAVE"
2749,"zero",46388,209,68,760781,157,5,2,"unsat","little","considering","STAY"
5075,"zero",75247,67,32,366233,304,NA,2,"very_unsat","high","considering","STAY"
2731,"zero",21891,181,0,240553,235,4,12,"avg","little","considering","LEAVE"
115,"zero",81288,49,0,276667,266,4,8,"very_sat","very_little","considering","LEAVE"
9454,"one",101572,206,47,739198,614,10,1,"very_sat","very_high","considering","LEAVE"
7155,"one",34499,49,9,251088,131,5,6,"avg","little","actively_looking_into_it","STAY"
3813,NA,29613,44,0,712673,164,5,13,"sat",NA,"actively_looking_into_it","STAY"
941,"one",125080,188,5,819964,694,NA,NA,"very_unsat","little","considering","STAY"
664,"zero",63074,59,38,605267,626,NA,1,"very_sat","very_high",NA,"STAY"
4872,"one",77834,43,16,982604,377,3,4,"very_unsat","very_little","never_thought","STAY"
4662,NA,138911,193,0,947805,862,26,15,"avg","very_little","never_thought","LEAVE"
2880,"one",111987,246,56,945427,730,29,2,"very_unsat","little","actively_looking_into_it","LEAVE"
4192,"zero",22976,59,0,882252,143,1,NA,"very_unsat","very_high","actively_looking_into_it","STAY"
439,"one",127091,58,0,176728,535,5,14,"sat","very_high","no","LEAVE"
9301,"zero",77625,270,23,482750,320,3,4,"unsat","high",NA,"LEAVE"
7566,"zero",55611,182,39,572582,382,27,2,"very_sat","very_little","never_thought","LEAVE"
9652,"zero",46284,57,0,323411,219,4,15,"unsat","very_little","actively_looking_into_it","LEAVE"
2789,"one",69715,41,14,415605,311,NA,4,"very_unsat","very_high",NA,"STAY"
6998,"zero",39223,221,61,425143,237,NA,2,NA,"little","actively_looking_into_it","LEAVE"
8809,NA,26097,187,20,932919,327,11,5,"very_sat","very_high","considering","LEAVE"
5179,"one",77732,52,NA,644901,226,3,NA,NA,"high",NA,"STAY"
5285,NA,62650,71,0,783468,277,5,NA,"very_sat","high","considering","LEAVE"
10578,"zero",35705,197,24,302794,226,21,6,"very_unsat","little","actively_looking_into_it","LEAVE"
9523,"zero",139327,184,0,763693,841,29,15,"unsat","very_high","actively_looking_into_it","LEAVE"
3831,NA,72945,189,42,365485,254,11,2,"unsat","very_high","never_thought","LEAVE"
5072,"zero",103818,54,56,171147,610,4,1,"unsat",NA,"actively_looking_into_it","LEAVE"
6254,"one",37744,51,88,409141,175,4,NA,"very_sat","very_high","no","STAY"
7042,"one",108161,46,41,196650,548,5,1,"very_unsat","very_little","perhaps","STAY"
7784,"one",70543,212,19,502016,306,16,4,"very_unsat","little","considering","LEAVE"
331,"one",79786,209,NA,691331,380,20,5,"very_unsat","very_high","considering","STAY"
5254,"zero",70961,69,0,239469,387,5,2,"avg","little","considering","LEAVE"
10065,"zero",21361,220,51,911220,179,14,2,"very_unsat","little","considering","LEAVE"
8565,"zero",24837,166,0,433363,206,26,11,"unsat","little","actively_looking_into_it","LEAVE"
1823,"zero",123626,70,5,629915,779,3,5,"unsat","little","considering","LEAVE"
4134,"one",75772,261,74,451233,357,28,1,"unsat","very_high","actively_looking_into_it","LEAVE"
1628,"one",86915,204,0,280139,340,5,6,"very_unsat","little","perhaps","LEAVE"
4828,"zero",77913,157,19,183413,349,20,4,"very_unsat",NA,"considering","LEAVE"
6312,"zero",28998,146,0,NA,378,20,8,NA,"little","considering","LEAVE"
381,"zero",96784,211,62,295279,275,22,2,"sat","very_high","no","STAY"
1630,"zero",32080,233,5,NA,142,22,6,"unsat","high","actively_looking_into_it","LEAVE"
3949,"zero",144717,221,0,629720,497,26,NA,"avg","very_high","perhaps","STAY"
768,"zero",87457,62,NA,650502,398,4,2,NA,"little","actively_looking_into_it","LEAVE"
3986,"zero",53811,185,9,581534,304,19,2,"very_unsat","very_high","no","LEAVE"
5994,"one",24503,62,13,273093,194,3,5,"very_sat","very_little","considering","STAY"
5376,"one",57467,242,6,212802,304,29,5,"unsat","little","no","LEAVE"
6537,"one",44386,47,16,NA,147,3,6,"very_sat","very_little","actively_looking_into_it","STAY"
9816,"one",52781,194,0,327980,306,12,10,"very_unsat","little","considering","STAY"
1466,"one",43275,123,62,NA,209,24,1,"very_unsat","little","considering","LEAVE"
436,"one",24166,214,32,232492,168,0,1,"very_unsat","very_little","actively_looking_into_it","STAY"
1714,"zero",83684,61,14,274830,306,4,6,"unsat","very_high","no","STAY"
6786,"zero",77508,173,0,720050,250,11,15,"very_unsat","little","actively_looking_into_it","STAY"
5547,"zero",32355,46,0,861169,174,4,15,"very_sat","little","considering","STAY"
7711,"zero",20627,147,0,254929,150,NA,12,"very_sat","little","never_thought","LEAVE"
1688,"zero",122838,68,8,342619,582,5,5,NA,"little","no","LEAVE"
1971,"one",85122,42,62,243009,339,5,15,"unsat","very_little","actively_looking_into_it","STAY"
917,"one",20341,27,NA,771578,554,4,15,"sat","high","no","STAY"
7861,"one",NA,68,43,999448,733,4,6,"unsat","very_little","considering","STAY"
10175,NA,79772,51,39,655654,342,4,1,NA,"little","actively_looking_into_it","STAY"
6215,"zero",21750,198,0,813480,277,25,2,"very_unsat","avg","actively_looking_into_it","STAY"
8894,"zero",30510,58,28,253591,236,NA,1,"very_unsat","avg","no","LEAVE"
6041,"one",26892,230,18,702991,155,20,6,"very_unsat","high","actively_looking_into_it","STAY"
4465,"zero",42568,32,13,215303,167,4,9,"very_unsat","little","actively_looking_into_it","STAY"
962,"zero",49154,86,19,262895,188,NA,NA,"avg","little","considering","LEAVE"
7211,"one",48893,65,NA,180827,236,4,5,"very_sat","high","no","STAY"
4224,NA,135978,85,5,920206,512,NA,5,"very_sat","very_high",NA,"LEAVE"
9831,"one",24517,164,47,501532,231,20,2,"unsat","high","no","LEAVE"
969,NA,134992,161,0,952078,637,28,12,"very_sat","little",NA,"LEAVE"
6983,NA,50441,206,0,232061,257,24,8,"very_unsat","very_high","actively_looking_into_it","LEAVE"
10620,"zero",157764,211,NA,265231,842,13,2,"very_sat","little","actively_looking_into_it","LEAVE"
5687,"zero",48467,44,15,413462,675,5,6,NA,"very_high","considering","STAY"
2654,"one",NA,71,23,620531,240,4,5,"very_unsat","very_high","perhaps","STAY"
10022,NA,77742,210,46,499384,283,20,1,"very_unsat","very_little",NA,"LEAVE"
3394,NA,92920,154,0,531282,320,NA,8,"avg","very_high","perhaps","LEAVE"
5986,"zero",149032,220,0,170436,784,16,12,"unsat","very_high","never_thought","LEAVE"
1922,"zero",66748,51,0,423880,150,4,9,"very_unsat",NA,"perhaps","STAY"
1200,"one",37387,233,0,239369,244,NA,8,"unsat",NA,"no","LEAVE"
7538,NA,99341,186,12,448922,256,10,5,"very_unsat","very_high","perhaps","LEAVE"
8763,"zero",99327,217,23,843910,319,22,5,"very_sat","little","considering","STAY"
5429,"zero",90478,222,0,730632,532,29,4,"very_unsat","very_high","considering","STAY"
3361,"zero",88691,194,17,151232,380,13,5,"unsat",NA,"considering","LEAVE"
2950,"one",74527,69,0,202532,355,5,NA,"very_sat","little","actively_looking_into_it","STAY"
5497,"one",157626,59,0,NA,853,4,13,"unsat","high","actively_looking_into_it","LEAVE"
4184,"zero",118124,196,0,659663,651,25,12,"very_sat","little","no","LEAVE"
7402,"one",NA,159,NA,695860,455,NA,NA,NA,NA,"considering","LEAVE"
3833,"zero",46533,182,88,NA,144,24,6,"very_sat","little","no","LEAVE"
6107,"one",69605,71,0,292979,602,4,8,"sat","very_little","considering","STAY"
5782,"zero",27965,49,26,462923,226,NA,1,NA,"very_little","no","LEAVE"
10326,NA,45028,237,46,275075,143,27,NA,"very_sat","very_little","considering","LEAVE"
940,"one",30583,43,80,839637,185,4,2,"very_unsat","very_high","considering","STAY"
7717,"zero",155691,173,50,989951,790,3,1,"unsat","very_little",NA,"LEAVE"
9183,NA,119642,152,NA,399055,445,25,12,"sat","little",NA,"LEAVE"
1649,"one",149142,58,13,163174,414,NA,6,"avg","little","never_thought","LEAVE"
282,"zero",58761,179,NA,261039,368,3,5,"very_sat","little","no","STAY"
8883,NA,109848,69,0,509166,654,4,9,"very_sat","very_high","considering","STAY"
608,"zero",51620,75,NA,415732,320,5,1,"very_sat","high","considering","STAY"
7709,"one",43767,253,NA,973483,162,27,10,"very_unsat","little","actively_looking_into_it","STAY"
7022,"one",82982,57,NA,419216,369,3,2,"very_sat","very_high","actively_looking_into_it","LEAVE"
9165,"one",61262,70,0,NA,375,3,8,"very_sat",NA,"no","STAY"
8739,"zero",81471,204,0,294514,392,22,12,"unsat","little","no","STAY"
6921,"zero",147410,161,NA,227336,461,4,8,"unsat","little","perhaps","LEAVE"
6386,"one",99887,46,0,NA,282,5,9,"unsat","avg","no","LEAVE"
8910,NA,NA,55,48,821323,373,3,1,"very_sat","very_little","actively_looking_into_it","STAY"
4240,"zero",40261,38,10,175711,161,26,6,"sat",NA,NA,"LEAVE"
3366,"one",60909,212,NA,641085,138,NA,6,NA,"avg",NA,"STAY"
3628,"zero",156245,186,5,850991,875,26,4,"unsat","little","actively_looking_into_it","LEAVE"
7956,"zero",38271,144,NA,811422,173,13,6,"very_unsat",NA,"actively_looking_into_it","STAY"
1020,"one",154245,198,66,500190,831,15,2,"very_unsat","very_little","considering","LEAVE"
9033,"one",92011,217,0,736036,155,4,15,"unsat",NA,"actively_looking_into_it","LEAVE"
7478,"one",104041,202,84,186170,744,NA,NA,"very_unsat","very_little",NA,"LEAVE"
9599,"zero",109767,29,20,218567,276,NA,6,"very_unsat","little","actively_looking_into_it","STAY"
5411,"zero",135651,70,0,895731,832,3,11,"very_sat","little","considering","LEAVE"
2065,"zero",148942,65,79,365085,741,3,2,"sat","very_high","no","STAY"
2784,"one",94617,69,60,338344,333,24,2,"unsat","little","actively_looking_into_it","STAY"
2129,"zero",98011,202,20,235868,253,16,NA,"very_unsat","little","perhaps","LEAVE"
9056,NA,NA,230,0,184230,788,23,15,"unsat","very_high","no","LEAVE"
3223,"zero",81849,80,26,320673,215,4,1,"very_unsat","very_high","actively_looking_into_it","LEAVE"
8470,"one",39209,64,20,850044,242,5,2,NA,"little","considering","STAY"
6155,NA,NA,36,0,729963,677,4,13,"very_sat","high","no","LEAVE"
5965,"one",98840,196,5,473153,437,25,5,NA,"very_high","considering","LEAVE"
8308,"zero",32225,92,0,205869,187,4,13,"very_unsat","very_high","actively_looking_into_it","LEAVE"
9224,"zero",40483,60,NA,NA,703,5,6,"avg","very_high","considering","LEAVE"
3108,"one",44582,227,28,230826,177,17,1,"unsat","very_little","never_thought","STAY"
265,"one",90415,179,0,NA,369,14,15,"unsat","little","actively_looking_into_it","STAY"
915,"zero",NA,172,17,849514,497,28,5,"very_sat","very_little","considering","LEAVE"
9699,"one",25486,49,72,215463,173,NA,2,"very_sat","very_high","actively_looking_into_it","STAY"
2934,"zero",67342,159,48,383122,312,16,1,"very_unsat","very_little","considering","LEAVE"
8978,"zero",134325,57,12,853406,763,4,4,"very_unsat",NA,"perhaps","LEAVE"
5990,NA,41766,139,11,789643,271,29,5,"unsat","very_high","considering","LEAVE"
1516,NA,24310,42,NA,637102,224,5,5,"sat","high","considering","STAY"
10602,"zero",NA,198,11,197889,342,26,6,"very_sat","little","considering","LEAVE"
7958,"zero",154876,224,0,197276,618,25,8,"unsat","little","no","LEAVE"
383,NA,143657,64,0,875606,867,3,10,"very_unsat","avg",NA,"STAY"
2001,"one",25075,25,56,603991,146,5,2,NA,"very_high","no","STAY"
3900,"zero",28113,31,0,196159,229,4,12,NA,NA,NA,"LEAVE"
3633,"one",153001,54,43,416868,647,4,2,"very_unsat",NA,"actively_looking_into_it","LEAVE"
2513,"zero",57697,233,9,245782,269,11,5,"very_sat","very_high","actively_looking_into_it","LEAVE"
377,"zero",122297,84,28,300033,690,4,1,"very_unsat","very_high","perhaps","STAY"
1244,"zero",92174,72,NA,285899,316,3,14,"very_sat","very_high","actively_looking_into_it","STAY"
7111,"zero",133615,175,0,194450,223,15,13,"unsat",NA,"considering","LEAVE"
5017,"one",151077,80,0,477820,694,3,NA,"very_unsat","little","considering","STAY"
7075,"zero",NA,171,13,216854,208,0,5,"unsat","little","actively_looking_into_it","STAY"
5132,"zero",141565,79,0,826328,635,3,8,"avg","very_high","actively_looking_into_it","STAY"
9137,"one",78341,154,16,869489,260,10,6,"very_sat","little","considering","LEAVE"
363,NA,43483,225,11,463120,158,23,5,"very_sat","very_high",NA,"LEAVE"
9597,"zero",107536,65,85,NA,714,10,2,"very_unsat","avg","considering","LEAVE"
350,"one",132878,194,11,896093,573,16,6,"unsat","little","no","LEAVE"
4231,"one",60781,193,32,NA,333,27,1,"unsat","little","never_thought","LEAVE"
179,"zero",97610,265,79,308362,390,20,1,"very_sat","very_high","considering","STAY"
7535,"zero",156328,248,0,964293,549,21,9,"very_unsat","very_high","actively_looking_into_it","LEAVE"
5259,"one",125875,140,NA,568596,623,26,13,"very_unsat",NA,"actively_looking_into_it","LEAVE"
8836,"one",109340,205,30,197946,472,17,1,"very_unsat",NA,"considering","STAY"
1777,NA,87127,77,0,708069,372,3,12,NA,"very_little","perhaps","LEAVE"
9538,"one",108022,195,82,796614,744,21,1,"very_sat","very_little","actively_looking_into_it","LEAVE"
6362,"zero",142930,253,0,365018,516,20,11,"unsat","little",NA,"LEAVE"
3500,"one",49515,56,7,152306,238,0,5,"very_sat",NA,"perhaps","STAY"
1508,"one",NA,245,81,438673,840,26,1,"very_unsat","little","considering","LEAVE"
10582,"zero",38272,202,52,578018,173,15,2,"very_sat","little","no","LEAVE"
1056,"one",151574,128,0,NA,848,5,2,"avg","little","considering","LEAVE"
9742,"zero",35323,170,40,477121,193,25,1,"very_unsat","very_little",NA,"LEAVE"
9935,NA,116484,86,41,765573,279,4,2,"very_unsat","high","considering","LEAVE"
5778,"one",22766,207,NA,381168,158,24,1,"very_unsat","little",NA,"STAY"
9130,"one",117183,65,17,728591,457,0,6,"very_sat","little","actively_looking_into_it","STAY"
2715,"zero",146997,52,10,207791,669,NA,6,"very_unsat","very_high","actively_looking_into_it","STAY"
228,"zero",35124,161,0,704718,178,NA,12,"unsat","little","no","LEAVE"
2048,NA,106529,92,8,263360,727,5,13,"unsat",NA,"considering","LEAVE"
925,"one",103324,99,NA,581093,489,1,2,"very_sat","very_little","considering","LEAVE"
5964,"one",27572,58,17,266921,217,4,4,"avg","little","considering","STAY"
9012,"zero",28713,71,0,300211,209,5,10,"sat","very_high","no","LEAVE"
4605,"zero",159875,257,18,381415,760,27,2,"very_unsat","very_little","never_thought","LEAVE"
10103,"zero",37177,198,0,977138,384,12,9,"very_sat","very_little","actively_looking_into_it","STAY"
5525,"one",92471,82,NA,982303,362,5,NA,"avg","little","never_thought","STAY"
6137,"one",95764,63,33,719935,316,5,2,NA,NA,"considering","STAY"
5752,"one",37268,222,47,192142,137,20,2,"avg","very_high","actively_looking_into_it","STAY"
